ï»¿Time_s      	VehicleSpeed_kmh	CurrentGear 
      0.0735	      0.0000	           0
      0.0760	      0.0000	           0
      0.0785	      0.0000	           0
      0.0817	      0.0000	           0
      0.0917	      0.0000	           0
      0.1017	      0.0000	           0
      0.1117	      0.0000	           0
      0.1217	      0.0000	           0
      0.1317	      0.0000	           0
      0.1417	      0.0000	           0
      0.1517	      0.0000	           0
      0.1617	      0.0000	           0
      0.1717	      0.0000	           0
      0.1817	      0.0000	           0
      0.1917	      0.0000	           0
      0.2017	      0.0000	           0
      0.2117	      0.0000	           0
      0.2217	      0.0000	           0
      0.2317	      0.0000	           0
      0.2417	      0.0000	           0
      0.2517	      0.0000	           0
      0.2617	      0.0000	           0
      0.2717	      0.0000	           0
      0.2817	      0.0000	           0
      0.2917	      0.0000	           0
      0.3017	      0.0000	           0
      0.3117	      0.0000	           0
      0.3217	      0.0000	           0
      0.3317	      0.0000	           0
      0.3417	      0.0000	           0
      0.3517	      0.0000	           0
      0.3617	      0.0000	           0
      0.3717	      0.0000	           0
      0.3817	      0.0000	           0
      0.3917	      0.0000	           0
      0.4017	      0.0000	           0
      0.4117	      0.0000	           0
      0.4217	      0.0000	           0
      0.4317	      0.0000	           0
      0.4417	      0.0000	           0
      0.4517	      0.0000	           0
      0.4617	      0.0000	           0
      0.4717	      0.0000	           0
      0.4817	      0.0000	           0
      0.4917	      0.0000	           0
      0.5017	      0.0000	           0
      0.5117	      0.0000	           0
      0.5217	      0.0000	           0
      0.5317	      0.0000	           0
      0.5417	      0.0000	           0
      0.5517	      0.0000	           0
      0.5617	      0.0000	           0
      0.5717	      0.0000	           0
      0.5817	      0.0000	           0
      0.5917	      0.0000	           0
      0.6017	      0.0000	           0
      0.6117	      0.0000	           0
      0.6217	      0.0000	           0
      0.6317	      0.0000	           0
      0.6417	      0.0000	           0
      0.6517	      0.0000	           0
      0.6617	      0.0000	           0
      0.6717	      0.0000	           0
      0.6818	      0.0000	           0
      0.6917	      0.0000	           0
      0.7017	      0.0000	           0
      0.7117	      0.0000	           0
      0.7217	      0.0000	           0
      0.7317	      0.0000	           0
      0.7417	      0.0000	           0
      0.7517	      0.0000	           0
      0.7617	      0.0000	           0
      0.7717	      0.0000	           0
      0.7818	      0.0000	           0
      0.7917	      0.0000	           0
      0.8017	      0.0000	           0
      0.8117	      0.0000	           0
      0.8217	      0.0000	           0
      0.8317	      0.0000	           0
      0.8417	      0.0000	           0
      0.8517	      0.0000	           0
      0.8617	      0.0000	           0
      0.8717	      0.0000	           0
      0.8818	      0.0000	           0
